lead_id,offer_id,source_platform,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open,offer_category,commitment_level,payout,intent_match,true_p,converted
L00402,O001,meta,sweepstakes,TX,mobile,228,1,1,169,finance,3,100.76,mismatch,0.001,0
L00402,O002,meta,sweepstakes,TX,mobile,228,1,1,169,finance,2,96.17,mismatch,0.0029,0
L00402,O003,meta,sweepstakes,TX,mobile,228,1,1,169,insurance,2,89.3,mismatch,0.0033,0
L00402,O004,meta,sweepstakes,TX,mobile,228,1,1,169,insurance,2,83.49,mismatch,0.017,0
L00402,O005,meta,sweepstakes,TX,mobile,228,1,1,169,insurance,2,57.45,mismatch,0.017,0
L00402,O006,meta,sweepstakes,TX,mobile,228,1,1,169,health,5,34.61,mismatch,0.001,0
L00402,O007,meta,sweepstakes,TX,mobile,228,1,1,169,health,5,17.9,mismatch,0.001,0
L00402,O008,meta,sweepstakes,TX,mobile,228,1,1,169,health,4,16.49,mismatch,0.0033,0
L00402,O009,meta,sweepstakes,TX,mobile,228,1,1,169,sweepstakes,1,3.77,match,0.2019,0
L00402,O010,meta,sweepstakes,TX,mobile,228,1,1,169,sweepstakes,1,2.63,match,0.1751,0
L00402,O011,meta,sweepstakes,TX,mobile,228,1,1,169,sweepstakes,1,7.65,match,0.1273,0
L00402,O012,meta,sweepstakes,TX,mobile,228,1,1,169,home_services,3,76.54,mismatch,0.001,0
L00402,O013,meta,sweepstakes,TX,mobile,228,1,1,169,home_services,2,97.6,mismatch,0.001,0
L00402,O014,meta,sweepstakes,TX,mobile,228,1,1,169,home_services,3,92.93,mismatch,0.001,0
L00403,O000,tiktok,home_services,NC,mobile,53,1,1,53,finance,3,112.1,related,0.0389,0
L00403,O001,tiktok,home_services,NC,mobile,53,1,1,53,finance,3,100.76,related,0.0671,0
L00403,O002,tiktok,home_services,NC,mobile,53,1,1,53,finance,2,96.17,related,0.1063,0
L00403,O003,tiktok,home_services,NC,mobile,53,1,1,53,insurance,2,89.3,related,0.1041,0
L00403,O004,tiktok,home_services,NC,mobile,53,1,1,53,insurance,2,83.49,related,0.0891,1
L00403,O005,tiktok,home_services,NC,mobile,53,1,1,53,insurance,2,57.45,related,0.0687,0
L00403,O006,tiktok,home_services,NC,mobile,53,1,1,53,health,5,34.61,mismatch,0.001,0
L00403,O007,tiktok,home_services,NC,mobile,53,1,1,53,health,5,17.9,mismatch,0.001,0
L00403,O008,tiktok,home_services,NC,mobile,53,1,1,53,health,4,16.49,mismatch,0.019,0
L00403,O009,tiktok,home_services,NC,mobile,53,1,1,53,sweepstakes,1,3.77,related,0.1353,1
L00403,O010,tiktok,home_services,NC,mobile,53,1,1,53,sweepstakes,1,2.63,related,0.1071,0
L00403,O011,tiktok,home_services,NC,mobile,53,1,1,53,sweepstakes,1,7.65,related,0.0992,0
L00403,O012,tiktok,home_services,NC,mobile,53,1,1,53,home_services,3,76.54,match,0.1241,0
L00403,O013,tiktok,home_services,NC,mobile,53,1,1,53,home_services,2,97.6,match,0.1625,0
L00403,O014,tiktok,home_services,NC,mobile,53,1,1,53,home_services,3,92.93,match,0.1335,0
L00404,O000,tiktok,insurance,GA,tablet,78,2,1,78,finance,3,112.1,related,0.0511,0
L00404,O001,tiktok,insurance,GA,tablet,78,2,1,78,finance,3,100.76,related,0.0486,0
L00404,O002,tiktok,insurance,GA,tablet,78,2,1,78,finance,2,96.17,related,0.0567,0
L00404,O003,tiktok,insurance,GA,tablet,78,2,1,78,insurance,2,89.3,match,0.168,0
L00404,O004,tiktok,insurance,GA,tablet,78,2,1,78,insurance,2,83.49,match,0.1634,0
L00404,O005,tiktok,insurance,GA,tablet,78,2,1,78,insurance,2,57.45,match,0.1714,0
L00404,O006,tiktok,insurance,GA,tablet,78,2,1,78,health,5,34.61,mismatch,0.001,0
L00404,O007,tiktok,insurance,GA,tablet,78,2,1,78,health,5,17.9,mismatch,0.001,0
L00404,O008,tiktok,insurance,GA,tablet,78,2,1,78,health,4,16.49,mismatch,0.0117,0
L00404,O009,tiktok,insurance,GA,tablet,78,2,1,78,sweepstakes,1,3.77,related,0.1225,0
L00404,O010,tiktok,insurance,GA,tablet,78,2,1,78,sweepstakes,1,2.63,related,0.1468,0
L00404,O011,tiktok,insurance,GA,tablet,78,2,1,78,sweepstakes,1,7.65,related,0.1882,0
L00404,O012,tiktok,insurance,GA,tablet,78,2,1,78,home_services,3,76.54,related,0.0212,0
L00404,O013,tiktok,insurance,GA,tablet,78,2,1,78,home_services,2,97.6,related,0.0772,1
L00404,O014,tiktok,insurance,GA,tablet,78,2,1,78,home_services,3,92.93,related,0.0567,0
L00405,O000,taboola,health,FL,mobile,296,3,1,184,finance,3,112.1,mismatch,0.001,0
L00405,O001,taboola,health,FL,mobile,296,3,1,184,finance,3,100.76,mismatch,0.001,0
L00405,O002,taboola,health,FL,mobile,296,3,1,184,finance,2,96.17,mismatch,0.001,0
L00405,O003,taboola,health,FL,mobile,296,3,1,184,insurance,2,89.3,mismatch,0.001,0
L00405,O004,taboola,health,FL,mobile,296,3,1,184,insurance,2,83.49,mismatch,0.001,0
L00405,O005,taboola,health,FL,mobile,296,3,1,184,insurance,2,57.45,mismatch,0.001,0
L00405,O006,taboola,health,FL,mobile,296,3,1,184,health,5,34.61,match,0.0666,0
L00405,O007,taboola,health,FL,mobile,296,3,1,184,health,5,17.9,match,0.0501,0
L00405,O008,taboola,health,FL,mobile,296,3,1,184,health,4,16.49,match,0.1384,0
L00405,O009,taboola,health,FL,mobile,296,3,1,184,sweepstakes,1,3.77,related,0.0922,1
L00405,O010,taboola,health,FL,mobile,296,3,1,184,sweepstakes,1,2.63,related,0.0656,0
L00405,O011,taboola,health,FL,mobile,296,3,1,184,sweepstakes,1,7.65,related,0.094,0
L00405,O012,taboola,health,FL,mobile,296,3,1,184,home_services,3,76.54,mismatch,0.001,0
L00405,O013,taboola,health,FL,mobile,296,3,1,184,home_services,2,97.6,mismatch,0.001,0
L00405,O014,taboola,health,FL,mobile,296,3,1,184,home_services,3,92.93,mismatch,0.001,0
L00406,O000,meta,home_services,FL,desktop,63,2,1,63,finance,3,112.1,related,0.074,0
L00406,O001,meta,home_services,FL,desktop,63,2,1,63,finance,3,100.76,related,0.0494,0
L00406,O002,meta,home_services,FL,desktop,63,2,1,63,finance,2,96.17,related,0.1282,0
L00406,O003,meta,home_services,FL,desktop,63,2,1,63,insurance,2,89.3,related,0.1201,0
L00406,O004,meta,home_services,FL,desktop,63,2,1,63,insurance,2,83.49,related,0.1152,0
L00406,O005,meta,home_services,FL,desktop,63,2,1,63,insurance,2,57.45,related,0.1172,0
L00406,O006,meta,home_services,FL,desktop,63,2,1,63,health,5,34.61,mismatch,0.001,0
L00406,O007,meta,home_services,FL,desktop,63,2,1,63,health,5,17.9,mismatch,0.0221,0
L00406,O008,meta,home_services,FL,desktop,63,2,1,63,health,4,16.49,mismatch,0.0291,0
L00406,O009,meta,home_services,FL,desktop,63,2,1,63,sweepstakes,1,3.77,related,0.1472,0
L00406,O010,meta,home_services,FL,desktop,63,2,1,63,sweepstakes,1,2.63,related,0.1618,0
L00406,O011,meta,home_services,FL,desktop,63,2,1,63,sweepstakes,1,7.65,related,0.2013,0
L00406,O012,meta,home_services,FL,desktop,63,2,1,63,home_services,3,76.54,match,0.149,1
L00406,O013,meta,home_services,FL,desktop,63,2,1,63,home_services,2,97.6,match,0.1794,0
L00406,O014,meta,home_services,FL,desktop,63,2,1,63,home_services,3,92.93,match,0.1415,0
L00407,O000,meta,sweepstakes,PA,tablet,27,3,1,27,finance,3,112.1,mismatch,0.0444,0
L00407,O001,meta,sweepstakes,PA,tablet,27,3,1,27,finance,3,100.76,mismatch,0.0381,0
L00407,O002,meta,sweepstakes,PA,tablet,27,3,1,27,finance,2,96.17,mismatch,0.0662,0
L00407,O003,meta,sweepstakes,PA,tablet,27,3,1,27,insurance,2,89.3,mismatch,0.1027,0
L00407,O004,meta,sweepstakes,PA,tablet,27,3,1,27,insurance,2,83.49,mismatch,0.0239,0
L00407,O005,meta,sweepstakes,PA,tablet,27,3,1,27,insurance,2,57.45,mismatch,0.079,0
L00407,O006,meta,sweepstakes,PA,tablet,27,3,1,27,health,5,34.61,mismatch,0.0038,0
L00407,O007,meta,sweepstakes,PA,tablet,27,3,1,27,health,5,17.9,mismatch,0.0108,0
L00407,O008,meta,sweepstakes,PA,tablet,27,3,1,27,health,4,16.49,mismatch,0.078,0
L00407,O009,meta,sweepstakes,PA,tablet,27,3,1,27,sweepstakes,1,3.77,match,0.2386,0
L00407,O010,meta,sweepstakes,PA,tablet,27,3,1,27,sweepstakes,1,2.63,match,0.2461,0
L00407,O011,meta,sweepstakes,PA,tablet,27,3,1,27,sweepstakes,1,7.65,match,0.2873,0
L00407,O012,meta,sweepstakes,PA,tablet,27,3,1,27,home_services,3,76.54,mismatch,0.0297,0
L00407,O013,meta,sweepstakes,PA,tablet,27,3,1,27,home_services,2,97.6,mismatch,0.0854,0
L00407,O014,meta,sweepstakes,PA,tablet,27,3,1,27,home_services,3,92.93,mismatch,0.0378,0
L00408,O000,google_search,home_services,NY,mobile,107,2,1,103,finance,3,112.1,related,0.0566,0
L00408,O001,google_search,home_services,NY,mobile,107,2,1,103,finance,3,100.76,related,0.0622,1
L00408,O002,google_search,home_services,NY,mobile,107,2,1,103,finance,2,96.17,related,0.117,0
L00408,O003,google_search,home_services,NY,mobile,107,2,1,103,insurance,2,89.3,related,0.1057,0
L00408,O004,google_search,home_services,NY,mobile,107,2,1,103,insurance,2,83.49,related,0.0815,0
L00408,O005,google_search,home_services,NY,mobile,107,2,1,103,insurance,2,57.45,related,0.088,0
L00408,O006,google_search,home_services,NY,mobile,107,2,1,103,health,5,34.61,mismatch,0.001,0
L00408,O007,google_search,home_services,NY,mobile,107,2,1,103,health,5,17.9,mismatch,0.0253,0
L00408,O008,google_search,home_services,NY,mobile,107,2,1,103,health,4,16.49,mismatch,0.0291,0
L00408,O009,google_search,home_services,NY,mobile,107,2,1,103,sweepstakes,1,3.77,related,0.1598,0
L00408,O010,google_search,home_services,NY,mobile,107,2,1,103,sweepstakes,1,2.63,related,0.1767,1
L00408,O011,google_search,home_services,NY,mobile,107,2,1,103,sweepstakes,1,7.65,related,0.1642,0
L00408,O012,google_search,home_services,NY,mobile,107,2,1,103,home_services,3,76.54,match,0.1346,0
L00408,O013,google_search,home_services,NY,mobile,107,2,1,103,home_services,2,97.6,match,0.1825,0
L00408,O014,google_search,home_services,NY,mobile,107,2,1,103,home_services,3,92.93,match,0.122,0
L00409,O000,google_search,health,NC,tablet,163,1,1,154,finance,3,112.1,mismatch,0.0261,0
L00409,O001,google_search,health,NC,tablet,163,1,1,154,finance,3,100.76,mismatch,0.001,0
L00409,O002,google_search,health,NC,tablet,163,1,1,154,finance,2,96.17,mismatch,0.0823,1
L00409,O003,google_search,health,NC,tablet,163,1,1,154,insurance,2,89.3,mismatch,0.0021,0
L00409,O004,google_search,health,NC,tablet,163,1,1,154,insurance,2,83.49,mismatch,0.0763,0
L00409,O005,google_search,health,NC,tablet,163,1,1,154,insurance,2,57.45,mismatch,0.0724,0
L00409,O006,google_search,health,NC,tablet,163,1,1,154,health,5,34.61,match,0.1048,0
L00409,O007,google_search,health,NC,tablet,163,1,1,154,health,5,17.9,match,0.0991,1
L00409,O008,google_search,health,NC,tablet,163,1,1,154,health,4,16.49,match,0.1598,0
L00409,O009,google_search,health,NC,tablet,163,1,1,154,sweepstakes,1,3.77,related,0.1249,0
L00409,O010,google_search,health,NC,tablet,163,1,1,154,sweepstakes,1,2.63,related,0.1454,0
L00409,O011,google_search,health,NC,tablet,163,1,1,154,sweepstakes,1,7.65,related,0.1567,0
L00409,O012,google_search,health,NC,tablet,163,1,1,154,home_services,3,76.54,mismatch,0.0366,0
L00409,O013,google_search,health,NC,tablet,163,1,1,154,home_services,2,97.6,mismatch,0.0949,1
L00409,O014,google_search,health,NC,tablet,163,1,1,154,home_services,3,92.93,mismatch,0.001,0
L00410,O000,taboola,home_services,GA,mobile,287,0,0,287,finance,3,112.1,related,0.001,0
L00410,O001,taboola,home_services,GA,mobile,287,0,0,287,finance,3,100.76,related,0.001,0
L00410,O002,taboola,home_services,GA,mobile,287,0,0,287,finance,2,96.17,related,0.0405,0
L00410,O003,taboola,home_services,GA,mobile,287,0,0,287,insurance,2,89.3,related,0.0257,0
L00410,O004,taboola,home_services,GA,mobile,287,0,0,287,insurance,2,83.49,related,0.0417,0
L00410,O005,taboola,home_services,GA,mobile,287,0,0,287,insurance,2,57.45,related,0.0333,0
L00410,O006,taboola,home_services,GA,mobile,287,0,0,287,health,5,34.61,mismatch,0.001,0
L00410,O007,taboola,home_services,GA,mobile,287,0,0,287,health,5,17.9,mismatch,0.001,0
L00410,O008,taboola,home_services,GA,mobile,287,0,0,287,health,4,16.49,mismatch,0.001,0
L00410,O009,taboola,home_services,GA,mobile,287,0,0,287,sweepstakes,1,3.77,related,0.0701,0
L00410,O010,taboola,home_services,GA,mobile,287,0,0,287,sweepstakes,1,2.63,related,0.0519,0
L00410,O011,taboola,home_services,GA,mobile,287,0,0,287,sweepstakes,1,7.65,related,0.0637,0
L00410,O012,taboola,home_services,GA,mobile,287,0,0,287,home_services,3,76.54,match,0.0732,0
L00410,O013,taboola,home_services,GA,mobile,287,0,0,287,home_services,2,97.6,match,0.0886,0
L00410,O014,taboola,home_services,GA,mobile,287,0,0,287,home_services,3,92.93,match,0.082,0
L00411,O000,taboola,insurance,TX,mobile,292,3,1,186,finance,3,112.1,related,0.001,0
L00411,O001,taboola,insurance,TX,mobile,292,3,1,186,finance,3,100.76,related,0.0033,0
L00411,O002,taboola,insurance,TX,mobile,292,3,1,186,finance,2,96.17,related,0.0341,0
L00411,O003,taboola,insurance,TX,mobile,292,3,1,186,insurance,2,89.3,match,0.1322,0
L00411,O004,taboola,insurance,TX,mobile,292,3,1,186,insurance,2,83.49,match,0.0897,0
L00411,O005,taboola,insurance,TX,mobile,292,3,1,186,insurance,2,57.45,match,0.1132,0
L00411,O006,taboola,insurance,TX,mobile,292,3,1,186,health,5,34.61,mismatch,0.001,0
L00411,O007,taboola,insurance,TX,mobile,292,3,1,186,health,5,17.9,mismatch,0.001,0
L00411,O008,taboola,insurance,TX,mobile,292,3,1,186,health,4,16.49,mismatch,0.001,0
L00411,O009,taboola,insurance,TX,mobile,292,3,1,186,sweepstakes,1,3.77,related,0.084,0
L00411,O010,taboola,insurance,TX,mobile,292,3,1,186,sweepstakes,1,2.63,related,0.089,1
L00411,O011,taboola,insurance,TX,mobile,292,3,1,186,sweepstakes,1,7.65,related,0.1512,0
L00411,O012,taboola,insurance,TX,mobile,292,3,1,186,home_services,3,76.54,related,0.001,0
L00411,O013,taboola,insurance,TX,mobile,292,3,1,186,home_services,2,97.6,related,0.0637,0
L00411,O014,taboola,insurance,TX,mobile,292,3,1,186,home_services,3,92.93,related,0.0021,0
L00412,O000,meta,home_services,NC,mobile,37,1,1,9,finance,3,112.1,related,0.1101,0
L00412,O001,meta,home_services,NC,mobile,37,1,1,9,finance,3,100.76,related,0.0701,0
L00412,O002,meta,home_services,NC,mobile,37,1,1,9,finance,2,96.17,related,0.12,0
L00412,O003,meta,home_services,NC,mobile,37,1,1,9,insurance,2,89.3,related,0.1415,0
L00412,O004,meta,home_services,NC,mobile,37,1,1,9,insurance,2,83.49,related,0.1625,0
L00412,O005,meta,home_services,NC,mobile,37,1,1,9,insurance,2,57.45,related,0.1226,0
L00412,O006,meta,home_services,NC,mobile,37,1,1,9,health,5,34.61,mismatch,0.001,0
L00412,O007,meta,home_services,NC,mobile,37,1,1,9,health,5,17.9,mismatch,0.001,0
L00412,O008,meta,home_services,NC,mobile,37,1,1,9,health,4,16.49,mismatch,0.0762,0
L00412,O009,meta,home_services,NC,mobile,37,1,1,9,sweepstakes,1,3.77,related,0.1664,0
L00412,O010,meta,home_services,NC,mobile,37,1,1,9,sweepstakes,1,2.63,related,0.2073,0
L00412,O011,meta,home_services,NC,mobile,37,1,1,9,sweepstakes,1,7.65,related,0.1518,0
L00412,O012,meta,home_services,NC,mobile,37,1,1,9,home_services,3,76.54,match,0.1616,0
L00412,O013,meta,home_services,NC,mobile,37,1,1,9,home_services,2,97.6,match,0.212,0
L00412,O014,meta,home_services,NC,mobile,37,1,1,9,home_services,3,92.93,match,0.1249,0
L00413,O000,meta,finance,AZ,mobile,174,1,1,160,finance,3,112.1,match,0.0853,0
L00413,O001,meta,finance,AZ,mobile,174,1,1,160,finance,3,100.76,match,0.1071,0
L00413,O002,meta,finance,AZ,mobile,174,1,1,160,finance,2,96.17,match,0.1734,0
L00413,O003,meta,finance,AZ,mobile,174,1,1,160,insurance,2,89.3,related,0.099,0
L00413,O004,meta,finance,AZ,mobile,174,1,1,160,insurance,2,83.49,related,0.0887,0
L00413,O005,meta,finance,AZ,mobile,174,1,1,160,insurance,2,57.45,related,0.088,0
L00413,O006,meta,finance,AZ,mobile,174,1,1,160,health,5,34.61,mismatch,0.001,0
L00413,O007,meta,finance,AZ,mobile,174,1,1,160,health,5,17.9,mismatch,0.001,0
L00413,O008,meta,finance,AZ,mobile,174,1,1,160,health,4,16.49,mismatch,0.001,0
L00413,O009,meta,finance,AZ,mobile,174,1,1,160,sweepstakes,1,3.77,related,0.1386,1
L00413,O010,meta,finance,AZ,mobile,174,1,1,160,sweepstakes,1,2.63,related,0.1093,0
L00413,O011,meta,finance,AZ,mobile,174,1,1,160,sweepstakes,1,7.65,related,0.1558,0
L00413,O012,meta,finance,AZ,mobile,174,1,1,160,home_services,3,76.54,related,0.043,0
L00413,O013,meta,finance,AZ,mobile,174,1,1,160,home_services,2,97.6,related,0.0751,0
L00413,O014,meta,finance,AZ,mobile,174,1,1,160,home_services,3,92.93,related,0.0621,0
L00414,O000,tiktok,finance,NY,tablet,350,4,1,136,finance,3,112.1,match,0.1354,0
L00414,O001,tiktok,finance,NY,tablet,350,4,1,136,finance,3,100.76,match,0.0565,0
L00414,O002,tiktok,finance,NY,tablet,350,4,1,136,finance,2,96.17,match,0.1069,0
L00414,O003,tiktok,finance,NY,tablet,350,4,1,136,insurance,2,89.3,related,0.0434,0
L00414,O004,tiktok,finance,NY,tablet,350,4,1,136,insurance,2,83.49,related,0.0812,0
L00414,O005,tiktok,finance,NY,tablet,350,4,1,136,insurance,2,57.45,related,0.0965,0
L00414,O006,tiktok,finance,NY,tablet,350,4,1,136,health,5,34.61,mismatch,0.001,0
L00414,O007,tiktok,finance,NY,tablet,350,4,1,136,health,5,17.9,mismatch,0.001,0
L00414,O008,tiktok,finance,NY,tablet,350,4,1,136,health,4,16.49,mismatch,0.001,0
L00414,O009,tiktok,finance,NY,tablet,350,4,1,136,sweepstakes,1,3.77,related,0.0923,0
L00414,O010,tiktok,finance,NY,tablet,350,4,1,136,sweepstakes,1,2.63,related,0.1112,0
L00414,O011,tiktok,finance,NY,tablet,350,4,1,136,sweepstakes,1,7.65,related,0.1217,0
L00414,O012,tiktok,finance,NY,tablet,350,4,1,136,home_services,3,76.54,related,0.001,0
L00414,O013,tiktok,finance,NY,tablet,350,4,1,136,home_services,2,97.6,related,0.0818,0
L00414,O014,tiktok,finance,NY,tablet,350,4,1,136,home_services,3,92.93,related,0.0107,0
L00415,O000,google_search,finance,NC,mobile,242,1,1,79,finance,3,112.1,match,0.1015,0
L00415,O001,google_search,finance,NC,mobile,242,1,1,79,finance,3,100.76,match,0.1438,0
L00415,O002,google_search,finance,NC,mobile,242,1,1,79,finance,2,96.17,match,0.2112,1
L00415,O003,google_search,finance,NC,mobile,242,1,1,79,insurance,2,89.3,related,0.1199,0
L00415,O004,google_search,finance,NC,mobile,242,1,1,79,insurance,2,83.49,related,0.0912,0
L00415,O005,google_search,finance,NC,mobile,242,1,1,79,insurance,2,57.45,related,0.1202,0
L00415,O006,google_search,finance,NC,mobile,242,1,1,79,health,5,34.61,mismatch,0.001,0
L00415,O007,google_search,finance,NC,mobile,242,1,1,79,health,5,17.9,mismatch,0.002,0
L00415,O008,google_search,finance,NC,mobile,242,1,1,79,health,4,16.49,mismatch,0.001,0
L00415,O009,google_search,finance,NC,mobile,242,1,1,79,sweepstakes,1,3.77,related,0.1226,0
L00415,O010,google_search,finance,NC,mobile,242,1,1,79,sweepstakes,1,2.63,related,0.1411,1
L00415,O011,google_search,finance,NC,mobile,242,1,1,79,sweepstakes,1,7.65,related,0.1685,0
L00415,O012,google_search,finance,NC,mobile,242,1,1,79,home_services,3,76.54,related,0.0752,0
L00415,O013,google_search,finance,NC,mobile,242,1,1,79,home_services,2,97.6,related,0.1309,0
L00415,O014,google_search,finance,NC,mobile,242,1,1,79,home_services,3,92.93,related,0.0724,0
L00416,O000,google_search,sweepstakes,OH,mobile,153,2,1,125,finance,3,112.1,mismatch,0.03,0
L00416,O001,google_search,sweepstakes,OH,mobile,153,2,1,125,finance,3,100.76,mismatch,0.0197,0
L00416,O002,google_search,sweepstakes,OH,mobile,153,2,1,125,finance,2,96.17,mismatch,0.0618,0
L00416,O003,google_search,sweepstakes,OH,mobile,153,2,1,125,insurance,2,89.3,mismatch,0.0775,0
L00416,O004,google_search,sweepstakes,OH,mobile,153,2,1,125,insurance,2,83.49,mismatch,0.0424,0
L00416,O005,google_search,sweepstakes,OH,mobile,153,2,1,125,insurance,2,57.45,mismatch,0.0468,0
L00416,O006,google_search,sweepstakes,OH,mobile,153,2,1,125,health,5,34.61,mismatch,0.001,0
L00416,O007,google_search,sweepstakes,OH,mobile,153,2,1,125,health,5,17.9,mismatch,0.001,0
L00416,O008,google_search,sweepstakes,OH,mobile,153,2,1,125,health,4,16.49,mismatch,0.0127,0
L00416,O009,google_search,sweepstakes,OH,mobile,153,2,1,125,sweepstakes,1,3.77,match,0.1816,0
L00416,O010,google_search,sweepstakes,OH,mobile,153,2,1,125,sweepstakes,1,2.63,match,0.1976,1
L00416,O011,google_search,sweepstakes,OH,mobile,153,2,1,125,sweepstakes,1,7.65,match,0.2543,1
L00416,O012,google_search,sweepstakes,OH,mobile,153,2,1,125,home_services,3,76.54,mismatch,0.0184,0
L00416,O013,google_search,sweepstakes,OH,mobile,153,2,1,125,home_services,2,97.6,mismatch,0.0851,0
L00416,O014,google_search,sweepstakes,OH,mobile,153,2,1,125,home_services,3,92.93,mismatch,0.001,0
L00417,O000,tiktok,health,NY,desktop,352,2,1,104,finance,3,112.1,mismatch,0.001,0
L00417,O001,tiktok,health,NY,desktop,352,2,1,104,finance,3,100.76,mismatch,0.001,0
L00417,O002,tiktok,health,NY,desktop,352,2,1,104,finance,2,96.17,mismatch,0.0138,0
L00417,O003,tiktok,health,NY,desktop,352,2,1,104,insurance,2,89.3,mismatch,0.001,0
L00417,O004,tiktok,health,NY,desktop,352,2,1,104,insurance,2,83.49,mismatch,0.0239,0
L00417,O005,tiktok,health,NY,desktop,352,2,1,104,insurance,2,57.45,mismatch,0.017,0
L00417,O006,tiktok,health,NY,desktop,352,2,1,104,health,5,34.61,match,0.0562,0
L00417,O007,tiktok,health,NY,desktop,352,2,1,104,health,5,17.9,match,0.083,0
L00417,O008,tiktok,health,NY,desktop,352,2,1,104,health,4,16.49,match,0.1115,0
L00417,O009,tiktok,health,NY,desktop,352,2,1,104,sweepstakes,1,3.77,related,0.0801,0
L00417,O010,tiktok,health,NY,desktop,352,2,1,104,sweepstakes,1,2.63,related,0.0718,0
L00417,O011,tiktok,health,NY,desktop,352,2,1,104,sweepstakes,1,7.65,related,0.1432,1
L00417,O012,tiktok,health,NY,desktop,352,2,1,104,home_services,3,76.54,mismatch,0.001,0
L00417,O013,tiktok,health,NY,desktop,352,2,1,104,home_services,2,97.6,mismatch,0.0026,0
L00417,O014,tiktok,health,NY,desktop,352,2,1,104,home_services,3,92.93,mismatch,0.001,0
L00418,O000,tiktok,insurance,FL,mobile,364,0,0,364,finance,3,112.1,related,0.0043,0
L00418,O001,tiktok,insurance,FL,mobile,364,0,0,364,finance,3,100.76,related,0.001,0
L00418,O002,tiktok,insurance,FL,mobile,364,0,0,364,finance,2,96.17,related,0.0393,0
L00418,O003,tiktok,insurance,FL,mobile,364,0,0,364,insurance,2,89.3,match,0.1171,0
L00418,O004,tiktok,insurance,FL,mobile,364,0,0,364,insurance,2,83.49,match,0.0968,0
L00418,O005,tiktok,insurance,FL,mobile,364,0,0,364,insurance,2,57.45,match,0.1168,0
L00418,O006,tiktok,insurance,FL,mobile,364,0,0,364,health,5,34.61,mismatch,0.001,0
L00418,O007,tiktok,insurance,FL,mobile,364,0,0,364,health,5,17.9,mismatch,0.001,0
L00418,O008,tiktok,insurance,FL,mobile,364,0,0,364,health,4,16.49,mismatch,0.001,0
L00418,O009,tiktok,insurance,FL,mobile,364,0,0,364,sweepstakes,1,3.77,related,0.0716,0
L00418,O010,tiktok,insurance,FL,mobile,364,0,0,364,sweepstakes,1,2.63,related,0.07,0
L00418,O011,tiktok,insurance,FL,mobile,364,0,0,364,sweepstakes,1,7.65,related,0.0548,1
L00418,O012,tiktok,insurance,FL,mobile,364,0,0,364,home_services,3,76.54,related,0.001,0
L00418,O013,tiktok,insurance,FL,mobile,364,0,0,364,home_services,2,97.6,related,0.0594,0
L00418,O014,tiktok,insurance,FL,mobile,364,0,0,364,home_services,3,92.93,related,0.0014,0
L00419,O000,google_search,health,CA,tablet,42,3,1,42,finance,3,112.1,mismatch,0.0288,0
L00419,O001,google_search,health,CA,tablet,42,3,1,42,finance,3,100.76,mismatch,0.0324,0
L00419,O002,google_search,health,CA,tablet,42,3,1,42,finance,2,96.17,mismatch,0.1218,0
L00419,O003,google_search,health,CA,tablet,42,3,1,42,insurance,2,89.3,mismatch,0.0978,0
L00419,O004,google_search,health,CA,tablet,42,3,1,42,insurance,2,83.49,mismatch,0.1038,0
L00419,O005,google_search,health,CA,tablet,42,3,1,42,insurance,2,57.45,mismatch,0.1064,0
L00419,O006,google_search,health,CA,tablet,42,3,1,42,health,5,34.61,match,0.1297,0
L00419,O007,google_search,health,CA,tablet,42,3,1,42,health,5,17.9,match,0.1275,0
L00419,O008,google_search,health,CA,tablet,42,3,1,42,health,4,16.49,match,0.1694,0
L00419,O009,google_search,health,CA,tablet,42,3,1,42,sweepstakes,1,3.77,related,0.167,0
L00419,O010,google_search,health,CA,tablet,42,3,1,42,sweepstakes,1,2.63,related,0.2066,0
L00419,O011,google_search,health,CA,tablet,42,3,1,42,sweepstakes,1,7.65,related,0.1746,0
L00419,O012,google_search,health,CA,tablet,42,3,1,42,home_services,3,76.54,mismatch,0.0632,0
L00419,O013,google_search,health,CA,tablet,42,3,1,42,home_services,2,97.6,mismatch,0.0853,0
L00419,O014,google_search,health,CA,tablet,42,3,1,42,home_services,3,92.93,mismatch,0.0365,0
L00420,O000,google_search,home_services,OH,tablet,288,0,0,288,finance,3,112.1,related,0.001,0
L00420,O001,google_search,home_services,OH,tablet,288,0,0,288,finance,3,100.76,related,0.0193,0
L00420,O002,google_search,home_services,OH,tablet,288,0,0,288,finance,2,96.17,related,0.1083,0
L00420,O003,google_search,home_services,OH,tablet,288,0,0,288,insurance,2,89.3,related,0.1074,0
L00420,O004,google_search,home_services,OH,tablet,288,0,0,288,insurance,2,83.49,related,0.0688,1
L00420,O005,google_search,home_services,OH,tablet,288,0,0,288,insurance,2,57.45,related,0.0369,0
L00420,O006,google_search,home_services,OH,tablet,288,0,0,288,health,5,34.61,mismatch,0.001,0
L00420,O007,google_search,home_services,OH,tablet,288,0,0,288,health,5,17.9,mismatch,0.001,0
L00420,O008,google_search,home_services,OH,tablet,288,0,0,288,health,4,16.49,mismatch,0.001,0
L00420,O009,google_search,home_services,OH,tablet,288,0,0,288,sweepstakes,1,3.77,related,0.1088,0
